"","site","pollID","ID","observer","date","position","round","plant_position.x","prev_plant_position.x","orig_plant_position","plot","trmnt","prevtrmnt","flowers","wither_flow","frt_removed","fruitID","coll_year","coll_month","coll_day","plant_position.y","prev_plant_position.y","filled_seeds","shriv_seeds","total_seeds","nofert_ovules","abrt_ovules","total_ovules","seed_counter","CHECK_row_sum","CHECK_total_ovules","row_sum_to_total_ratio","state","county","region","ha","latitude","longitude","type","owner","prop.c","poll_ovules"
"296","rudningen","200712","246","adr",2017-08-19,"5","2","ru5","replace","ru5","hi","hp","NA",7,4,15,"800364","2017","9","12","ru5","NA",10,3,13,1,0,14,"ar",14,14,1,"MN","Kandiyohi","southeast",19.61,45.32725376,-95.179023,"restoration","Rudningen",44.6,13
"297","rudningen","200712","246","adr",2017-08-19,"5","2","ru5","replace","ru5","hi","hp","NA",7,4,15,"800365","2017","9","12","ru5","NA",8,4,12,0,1,13,"ar",13,13,1,"MN","Kandiyohi","southeast",19.61,45.32725376,-95.179023,"restoration","Rudningen",44.6,13
"298","rudningen","200359","123","kmf",2017-09-07,"3","4","ru3","NA","ru3","hi","op","nt",2,2,5,"800506","2017","9","28","ru3","NA",4,0,4,7,0,11,"ar",11,11,1,"MN","Kandiyohi","southeast",19.61,45.32725376,-95.179023,"restoration","Rudningen",44.6,4
"299","rudningen","200396","133","kmf",2017-09-07,"13","4","ru13","NA","ru13","hi","hp","NA",1,4,33,"800507","2017","9","28","ru13","NA",8,0,8,1,0,9,"ar",9,9,1,"MN","Kandiyohi","southeast",19.61,45.32725376,-95.179023,"restoration","Rudningen",44.6,8
"300","rudningen","200388","131","kmf",2017-09-07,"11","4","ru11","NA","ru11","hi","hp","nt",4,5,9,"800508","2017","9","28","ru11","NA",11,0,11,0,0,11,"ar",11,11,1,"MN","Kandiyohi","southeast",19.61,45.32725376,-95.179023,"restoration","Rudningen",44.6,11
"301","rudningen","200388","131","kmf",2017-09-07,"11","4","ru11","NA","ru11","hi","hp","nt",4,5,9,"800509","2017","9","28","ru11","NA",7,0,7,0,1,8,"ar",8,8,1,"MN","Kandiyohi","southeast",19.61,45.32725376,-95.179023,"restoration","Rudningen",44.6,8
"302","rudningen","200388","131","kmf",2017-09-07,"11","4","ru11","NA","ru11","hi","hp","nt",4,5,9,"800510","2017","9","28","ru11","NA",0,0,0,0,3,3,"ar",3,3,1,"MN","Kandiyohi","southeast",19.61,45.32725376,-95.179023,"restoration","Rudningen",44.6,3
"303","rudningen","200368","126","kmf",2017-09-07,"6","4","ru6","NA","ru6","hi","hp","NA",5,10,16,"800511","2017","9","28","ru6","NA",6,0,6,3,1,10,"ar",10,10,1,"MN","Kandiyohi","southeast",19.61,45.32725376,-95.179023,"restoration","Rudningen",44.6,7
"304","rudningen","200359","123","kmf",2017-09-07,"3","4","ru3","NA","ru3","hi","op","nt",2,2,5,"800512","2017","9","28","ru3","NA",7,0,7,4,0,11,"ar",11,11,1,"MN","Kandiyohi","southeast",19.61,45.32725376,-95.179023,"restoration","Rudningen",44.6,7
"305","rudningen","200368","126","kmf",2017-09-07,"6","4","ru6","NA","ru6","hi","hp","NA",5,10,16,"800513","2017","9","28","ru6","NA",4,0,4,5,0,9,"ar",9,9,1,"MN","Kandiyohi","southeast",19.61,45.32725376,-95.179023,"restoration","Rudningen",44.6,4
"306","rudningen","200372","127","kmf",2017-09-07,"7","4","ru7","NA","ru7","hi","hp","NA",3,11,17,"800514","2017","9","28","ru7","NA",6,0,6,2,0,8,"ar",8,8,1,"MN","Kandiyohi","southeast",19.61,45.32725376,-95.179023,"restoration","Rudningen",44.6,6
"307","rudningen","200372","127","kmf",2017-09-07,"7","4","ru7","NA","ru7","hi","hp","NA",3,11,17,"800515","2017","9","28","ru7","NA",7,0,7,2,0,9,"ar",9,9,1,"MN","Kandiyohi","southeast",19.61,45.32725376,-95.179023,"restoration","Rudningen",44.6,7
"308","rudningen","200372","127","kmf",2017-09-07,"7","4","ru7","NA","ru7","hi","hp","NA",3,11,17,"800516","2017","9","28","ru7","NA",8,0,8,0,1,9,"ar",9,9,1,"MN","Kandiyohi","southeast",19.61,45.32725376,-95.179023,"restoration","Rudningen",44.6,9
"309","rudningen","200376","128","kmf",2017-09-07,"8","4","ru8","NA","ru8","hi","op","NA",3,1,5,"800517","2017","9","28","ru8","NA",3,1,4,5,0,9,"ar",9,9,1,"MN","Kandiyohi","southeast",19.61,45.32725376,-95.179023,"restoration","Rudningen",44.6,4
"310","rudningen","200376","128","kmf",2017-09-07,"8","4","ru8","NA","ru8","hi","op","NA",3,1,5,"800518","2017","9","28","ru8","NA",10,0,10,0,0,10,"ar",10,10,1,"MN","Kandiyohi","southeast",19.61,45.32725376,-95.179023,"restoration","Rudningen",44.6,10
"311","rudningen","200400","135","adr",2017-08-19,"15","2","ru15","NA","ru15","hi","op","NA",2,6,8,"800338","2017","9","13","ru15","NA",13,0,13,0,0,13,"ar",13,13,1,"MN","Kandiyohi","southeast",19.61,45.32725376,-95.179023,"restoration","Rudningen",44.6,13
"312","rudningen","200400","135","adr",2017-08-19,"15","2","ru15","NA","ru15","hi","op","NA",2,6,8,"800339","2017","9","13","ru15","NA",5,0,5,8,0,13,"ar",13,13,1,"MN","Kandiyohi","southeast",19.61,45.32725376,-95.179023,"restoration","Rudningen",44.6,5
"313","rudningen","200370","127","adr",2017-08-19,"7","2","ru7","NA","ru7","hi","hp","NA",2,2,16,"800341","2017","9","13","ru7","NA",10,0,10,2,0,12,"ar",12,12,1,"MN","Kandiyohi","southeast",19.61,45.32725376,-95.179023,"restoration","Rudningen",44.6,10
"314","rudningen","200370","127","adr",2017-08-19,"7","2","ru7","NA","ru7","hi","hp","NA",2,2,16,"800342","2017","9","13","ru7","NA",10,0,10,0,0,10,"ar",10,10,1,"MN","Kandiyohi","southeast",19.61,45.32725376,-95.179023,"restoration","Rudningen",44.6,10
"315","rudningen","200382","130","adr",2017-08-19,"10","2","ru10","NA","ru10","hi","op","NA",4,5,1,"800343","2017","9","12","ru10","NA",13,0,13,1,0,14,"ar",14,14,1,"MN","Kandiyohi","southeast",19.61,45.32725376,-95.179023,"restoration","Rudningen",44.6,13
"316","rudningen","200382","130","adr",2017-08-19,"10","2","ru10","NA","ru10","hi","op","NA",4,5,1,"800344","2017","9","12","ru10","NA",12,1,13,0,0,13,"ar",13,13,1,"MN","Kandiyohi","southeast",19.61,45.32725376,-95.179023,"restoration","Rudningen",44.6,13
"317","rudningen","200382","130","adr",2017-08-19,"10","2","ru10","NA","ru10","hi","op","NA",4,5,1,"800345","2017","9","12","ru10","NA",13,2,15,0,0,15,"ar",15,15,1,"MN","Kandiyohi","southeast",19.61,45.32725376,-95.179023,"restoration","Rudningen",44.6,15
"318","rudningen","200382","130","adr",2017-08-19,"10","2","ru10","NA","ru10","hi","op","NA",4,5,1,"800346","2017","9","12","ru10","NA",14,0,14,0,0,14,"ar",14,14,1,"MN","Kandiyohi","southeast",19.61,45.32725376,-95.179023,"restoration","Rudningen",44.6,14
"319","rudningen","200374","128","adr",2017-08-19,"8","2","ru8","NA","ru8","hi","op","NA",2,3,2,"800347","2017","9","12","ru8","NA",8,0,8,0,2,10,"ar",10,10,1,"MN","Kandiyohi","southeast",19.61,45.32725376,-95.179023,"restoration","Rudningen",44.6,10
"320","rudningen","200374","128","adr",2017-08-19,"8","2","ru8","NA","ru8","hi","op","NA",2,3,2,"800348","2017","9","12","ru8","NA",11,0,11,0,0,11,"ar",11,11,1,"MN","Kandiyohi","southeast",19.61,45.32725376,-95.179023,"restoration","Rudningen",44.6,11
"321","silis","200467","160","adr",2017-08-31,"10","3","si10","NA","si10","hi","hp","hp",1,3,15,"800264","2017","9","21","si10","NA",9,0,9,1,0,10,"mc",10,10,1,"MN","Stevens","southwest",61.84,45.4506899,-96.13250298,"restoration","Silis",81.81,9
"322","silis","200502","171","adr",2017-08-31,"2","3","si2","si21","si21","hi","hp","hp",3,5,6,"800263","2017","9","21","si2","si21",5,0,5,1,1,7,"mc",7,7,1,"MN","Stevens","southwest",61.84,45.4506899,-96.13250298,"restoration","Silis",81.81,6
"323","silis","200446","154","adr",2017-09-06,"4","4","si4","NA","si4","hi","op","NA",11,6,18,"800563","2017","9","29","si4","NA",6,0,6,3,0,9,"ar",9,9,1,"MN","Stevens","southwest",61.84,45.4506899,-96.13250298,"restoration","Silis",81.81,6
"324","silis","200452","156","adr",2017-08-23,"6","2","si6","NA","si6","hi","hp","NA",5,8,23,"800252","2017","9","21","si6","NA",4,0,4,10,0,14,"mc",14,14,1,"MN","Stevens","southwest",61.84,45.4506899,-96.13250298,"restoration","Silis",81.81,4
"325","silis","200454","156","adr",2017-09-06,"6","4","si6","NA","si6","hi","hp","NA",1,1,12,"800253","2017","9","21","si6","NA",12,0,12,0,0,12,"mc",12,12,1,"MN","Stevens","southwest",61.84,45.4506899,-96.13250298,"restoration","Silis",81.81,12
"326","silis","200449","155","adr",2017-08-31,"5","3","si5","NA","si5","hi","op","NA",2,3,5,"800255","2017","9","21","si5","NA",11,1,12,0,0,12,"mc",12,12,1,"MN","Stevens","southwest",61.84,45.4506899,-96.13250298,"restoration","Silis",81.81,12
"327","silis","200453","156","adr",2017-08-31,"6","3","si6","NA","si6","hi","hp","NA",2,3,11,"800250","2017","9","21","si6","NA",12,0,12,0,0,12,"mc",12,12,1,"MN","Stevens","southwest",61.84,45.4506899,-96.13250298,"restoration","Silis",81.81,12
"328","silis","200441","153","adr",2017-08-31,"3","3","si3","NA","si3","hi","hp","NA",3,3,8,"800261","2017","9","21","si3","NA",10,0,10,0,0,10,"mc",10,10,1,"MN","Stevens","southwest",61.84,45.4506899,-96.13250298,"restoration","Silis",81.81,10
"329","silis","200502","171","adr",2017-08-31,"2","3","si2","si21","si21","hi","hp","hp",3,5,6,"800262","2017","9","21","si2","si21",7,3,10,1,0,11,"mc",11,11,1,"MN","Stevens","southwest",61.84,45.4506899,-96.13250298,"restoration","Silis",81.81,10
"330","silis","200446","154","adr",2017-09-06,"4","4","si4","NA","si4","hi","op","NA",11,6,18,"800562","2017","9","29","si4","NA",5,0,5,5,0,10,"ar",10,10,1,"MN","Stevens","southwest",61.84,45.4506899,-96.13250298,"restoration","Silis",81.81,5
"331","silis","200453","156","adr",2017-08-31,"6","3","si6","NA","si6","hi","hp","NA",2,3,11,"800251","2017","9","21","si6","NA",11,0,11,1,0,12,"mc",12,12,1,"MN","Stevens","southwest",61.84,45.4506899,-96.13250298,"restoration","Silis",81.81,11
"332","silis","200443","154","chs",2017-08-12,"4","1","si4","NA","si4","hi","op","NA",2,7,15,"800371","2017","9","13","si4","NA",10,0,10,0,0,10,"ar",10,10,1,"MN","Stevens","southwest",61.84,45.4506899,-96.13250298,"restoration","Silis",81.81,10
"333","silis","200493","168","adr",2017-08-31,"1","3","si1","si18","si18","hi","op","op",2,3,1,"800170","2017","9","21","si1","si18",10,1,11,0,0,11,"mc",11,11,1,"MN","Stevens","southwest",61.84,45.4506899,-96.13250298,"restoration","Silis",81.81,11
"334","silis","200493","168","adr",2017-08-31,"1","3","si1","si18","si18","hi","op","op",2,3,1,"800171","2017","9","21","si1","si18",5,0,5,0,4,9,"mc",9,9,1,"MN","Stevens","southwest",61.84,45.4506899,-96.13250298,"restoration","Silis",81.81,9
"335","silis","200455","157","chs",2017-08-12,"7","1","si7","NA","si7","hi","hp","NA",4,8,11,"800315","2017","9","13","si7","NA",13,1,14,0,0,14,"mc",14,14,1,"MN","Stevens","southwest",61.84,45.4506899,-96.13250298,"restoration","Silis",81.81,14
"336","silis","200441","153","adr",2017-08-31,"3","3","si3","NA","si3","hi","hp","NA",3,3,8,"800260","2017","9","21","si3","NA",10,0,10,1,0,11,"mc",11,11,1,"MN","Stevens","southwest",61.84,45.4506899,-96.13250298,"restoration","Silis",81.81,10
"337","silis","200451","156","chs",2017-08-12,"6","1","si6","NA","si6","hi","hp","NA",4,2,0,"800381","2017","9","13","si6","NA",12,0,12,2,0,14,"ar",14,14,1,"MN","Stevens","southwest",61.84,45.4506899,-96.13250298,"restoration","Silis",81.81,12
"338","silis","200451","156","chs",2017-08-12,"6","1","si6","NA","si6","hi","hp","NA",4,2,0,"800382","2017","9","13","si6","NA",12,0,12,2,0,14,"ar",14,14,1,"MN","Stevens","southwest",61.84,45.4506899,-96.13250298,"restoration","Silis",81.81,12
"339","silis","200445","154","adr",2017-08-31,"4","3","si4","NA","si4","hi","op","NA",1,4,10,"800256","2017","9","21","si4","NA",8,0,8,2,0,10,"mc",10,10,1,"MN","Stevens","southwest",61.84,45.4506899,-96.13250298,"restoration","Silis",81.81,8
"340","silis","200452","156","adr",2017-08-23,"6","2","si6","NA","si6","hi","hp","NA",5,8,23,"800384","2017","9","13","si6","NA",10,1,11,2,0,13,"ar",13,13,1,"MN","Stevens","southwest",61.84,45.4506899,-96.13250298,"restoration","Silis",81.81,11
"341","silis","200452","156","adr",2017-08-23,"6","2","si6","NA","si6","hi","hp","NA",5,8,23,"800385","2017","9","13","si6","NA",11,1,12,3,0,15,"ar",15,15,1,"MN","Stevens","southwest",61.84,45.4506899,-96.13250298,"restoration","Silis",81.81,12
"342","silis","200508","173","adr",2017-08-31,"13","3","si13","si23","si23","hi","op","op",2,3,6,"800273","2017","9","21","si13","si23",11,0,11,2,0,13,"mc",13,13,1,"MN","Stevens","southwest",61.84,45.4506899,-96.13250298,"restoration","Silis",81.81,11
"343","silis","200452","156","adr",2017-08-23,"6","2","si6","NA","si6","hi","hp","NA",5,8,23,"800383","2017","9","13","si6","NA",14,1,15,0,0,15,"ar",15,15,1,"MN","Stevens","southwest",61.84,45.4506899,-96.13250298,"restoration","Silis",81.81,15
"344","silis","200449","155","adr",2017-08-31,"5","3","si5","NA","si5","hi","op","NA",2,3,5,"800254","2017","9","21","si5","NA",11,1,12,0,0,12,"mc",12,12,1,"MN","Stevens","southwest",61.84,45.4506899,-96.13250298,"restoration","Silis",81.81,12
"345","silis","200499","170","adr",2017-09-06,"7","4","si7","si20","si20","hi","hp","NA",9,7,48,"800555","2017","9","29","si7","si20",5,0,5,7,0,12,"ar",12,12,1,"MN","Stevens","southwest",61.84,45.4506899,-96.13250298,"restoration","Silis",81.81,5
"346","silis","200458","158","adr",2017-08-23,"8","2","si8","NA","si8","hi","op","NA",2,9,69,"800556","2017","9","29","si8","NA",8,1,9,2,0,11,"ar",11,11,1,"MN","Stevens","southwest",61.84,45.4506899,-96.13250298,"restoration","Silis",81.81,9
"347","silis","200508","173","adr",2017-08-31,"13","3","si13","si23","si23","hi","op","op",2,3,6,"800274","2017","9","21","si13","si23",13,0,13,0,0,13,"mc",13,13,1,"MN","Stevens","southwest",61.84,45.4506899,-96.13250298,"restoration","Silis",81.81,13
"348","silis","200441","153","adr",2017-08-31,"3","3","si3","NA","si3","hi","hp","NA",3,3,8,"800259","2017","9","21","si3","NA",11,1,12,0,0,12,"mc",12,12,1,"MN","Stevens","southwest",61.84,45.4506899,-96.13250298,"restoration","Silis",81.81,12
"349","silis","200472","161","adr",2017-09-06,"11","4","si11","NA","si11","hi","hp","NA",4,1,8,"800531","2017","9","29","si11","NA",5,0,5,4,0,9,"ar",9,9,1,"MN","Stevens","southwest",61.84,45.4506899,-96.13250298,"restoration","Silis",81.81,5
"350","silis","200472","161","adr",2017-09-06,"11","4","si11","NA","si11","hi","hp","NA",4,1,8,"800532","2017","9","29","si11","NA",8,0,8,4,0,12,"ar",12,12,1,"MN","Stevens","southwest",61.84,45.4506899,-96.13250298,"restoration","Silis",81.81,8
"351","silis","200458","158","adr",2017-08-23,"8","2","si8","NA","si8","hi","op","NA",2,9,69,"800436","2017","9","13","si8","NA",10,0,10,0,0,10,"ar",10,10,1,"MN","Stevens","southwest",61.84,45.4506899,-96.13250298,"restoration","Silis",81.81,10
"352","silis","200457","158","chs",2017-08-12,"8","1","si8","NA","si8","hi","op","NA",1,15,8,"800437","2017","9","13","si8","NA",9,1,10,1,0,11,"ar",11,11,1,"MN","Stevens","southwest",61.84,45.4506899,-96.13250298,"restoration","Silis",81.81,10
"353","silis","200479","164","chs",2017-08-12,"14","1","si14","NA","si14","hi","op","NA",3,11,1,"800438","2017","9","13","si14","NA",10,0,10,2,0,12,"ar",12,12,1,"MN","Stevens","southwest",61.84,45.4506899,-96.13250298,"restoration","Silis",81.81,10
"354","silis","200479","164","chs",2017-08-12,"14","1","si14","NA","si14","hi","op","NA",3,11,1,"800439","2017","9","13","si14","NA",13,0,13,0,0,13,"ar",13,13,1,"MN","Stevens","southwest",61.84,45.4506899,-96.13250298,"restoration","Silis",81.81,13
"355","silis","200479","164","chs",2017-08-12,"14","1","si14","NA","si14","hi","op","NA",3,11,1,"800440","2017","9","13","si14","NA",11,1,12,2,0,14,"ar",14,14,1,"MN","Stevens","southwest",61.84,45.4506899,-96.13250298,"restoration","Silis",81.81,12
"356","silis","200446","154","adr",2017-09-06,"4","4","si4","NA","si4","hi","op","NA",11,6,18,"800557","2017","9","29","si4","NA",4,0,4,5,0,9,"ar",9,9,1,"MN","Stevens","southwest",61.84,45.4506899,-96.13250298,"restoration","Silis",81.81,4
"357","silis","200472","161","adr",2017-09-06,"11","4","si11","NA","si11","hi","hp","NA",4,1,8,"800530","2017","9","29","si11","NA",0,0,0,8,3,11,"ar",11,11,1,"MN","Stevens","southwest",61.84,45.4506899,-96.13250298,"restoration","Silis",81.81,3
"358","silis","200446","154","adr",2017-09-06,"4","4","si4","NA","si4","hi","op","NA",11,6,18,"800558","2017","9","29","si4","NA",6,0,6,4,0,10,"ar",10,10,1,"MN","Stevens","southwest",61.84,45.4506899,-96.13250298,"restoration","Silis",81.81,6
"359","silis","200446","154","adr",2017-09-06,"4","4","si4","NA","si4","hi","op","NA",11,6,18,"800559","2017","9","29","si4","NA",5,0,5,5,0,10,"ar",10,10,1,"MN","Stevens","southwest",61.84,45.4506899,-96.13250298,"restoration","Silis",81.81,5
"360","silis","200446","154","adr",2017-09-06,"4","4","si4","NA","si4","hi","op","NA",11,6,18,"800560","2017","9","29","si4","NA",6,0,6,4,0,10,"ar",10,10,1,"MN","Stevens","southwest",61.84,45.4506899,-96.13250298,"restoration","Silis",81.81,6
"361","silis","200446","154","adr",2017-09-06,"4","4","si4","NA","si4","hi","op","NA",11,6,18,"800561","2017","9","29","si4","NA",3,3,6,4,0,10,"ar",10,10,1,"MN","Stevens","southwest",61.84,45.4506899,-96.13250298,"restoration","Silis",81.81,6
"362","silis","200462","159","adr",2017-08-23,"9","2","si9","NA","si9","hi","hp","NA",2,8,34,"800282","2017","9","21","si9","NA",11,0,11,2,0,13,"mc",13,13,1,"MN","Stevens","southwest",61.84,45.4506899,-96.13250298,"restoration","Silis",81.81,11
"363","silis","200498","170","adr",2017-08-31,"7","3","si7","si20","si20","hi","hp","hp",2,9,9,"800283","2017","9","21","si7","si20",11,0,11,1,0,12,"mc",12,12,1,"MN","Stevens","southwest",61.84,45.4506899,-96.13250298,"restoration","Silis",81.81,11
"364","silis","200455","157","chs",2017-08-12,"7","1","si7","NA","si7","hi","hp","NA",4,8,11,"800316","2017","9","13","si7","NA",12,0,12,1,0,13,"mc",13,13,1,"MN","Stevens","southwest",61.84,45.4506899,-96.13250298,"restoration","Silis",81.81,12
"365","silis","200440","153","adr",2017-08-23,"3","2","si3","NA","si3","hi","hp","NA",2,1,60,"800373","2017","9","13","si3","NA",11,0,11,1,0,12,"ar",12,12,1,"MN","Stevens","southwest",61.84,45.4506899,-96.13250298,"restoration","Silis",81.81,11
"366","silis","200448","155","adr",2017-08-23,"5","2","si5","NA","si5","hi","op","NA",1,7,22,"800374","2017","9","13","si5","NA",10,2,12,0,0,12,"ar",12,12,1,"MN","Stevens","southwest",61.84,45.4506899,-96.13250298,"restoration","Silis",81.81,12
"367","silis","200447","155","chs",2017-08-12,"5","1","si5","NA","si5","hi","op","NA",5,8,7,"800375","2017","9","13","si5","NA",13,1,14,0,0,14,"ar",14,14,1,"MN","Stevens","southwest",61.84,45.4506899,-96.13250298,"restoration","Silis",81.81,14
"368","silis","200447","155","chs",2017-08-12,"5","1","si5","NA","si5","hi","op","NA",5,8,7,"800376","2017","9","13","si5","NA",7,3,10,2,0,12,"ar",12,12,1,"MN","Stevens","southwest",61.84,45.4506899,-96.13250298,"restoration","Silis",81.81,10
"369","silis","200451","156","chs",2017-08-12,"6","1","si6","NA","si6","hi","hp","NA",4,2,0,"800379","2017","9","13","si6","NA",10,0,10,3,0,13,"ar",13,13,1,"MN","Stevens","southwest",61.84,45.4506899,-96.13250298,"restoration","Silis",81.81,10
"370","silis","200451","156","chs",2017-08-12,"6","1","si6","NA","si6","hi","hp","NA",4,2,0,"800380","2017","9","13","si6","NA",11,0,11,2,0,13,"ar",13,13,1,"MN","Stevens","southwest",61.84,45.4506899,-96.13250298,"restoration","Silis",81.81,11
"371","silis","200459","158","adr",2017-08-31,"8","3","si8","NA","si8","hi","op","op",1,2,19,"800280","2017","9","21","si8","NA",7,0,7,0,1,8,"mc",8,8,1,"MN","Stevens","southwest",61.84,45.4506899,-96.13250298,"restoration","Silis",81.81,8
"372","silis","200463","159","adr",2017-08-31,"9","3","si9","NA","si9","hi","hp","hp",1,2,5,"800281","2017","9","21","si9","NA",9,0,9,1,0,10,"mc",10,10,1,"MN","Stevens","southwest",61.84,45.4506899,-96.13250298,"restoration","Silis",81.81,9
"373","silis","200461","159","chs",2017-08-12,"9","1","si9","NA","si9","hi","hp","NA",5,7,12,"800388","2017","9","13","si9","NA",10,0,10,1,0,11,"ar",11,11,1,"MN","Stevens","southwest",61.84,45.4506899,-96.13250298,"restoration","Silis",81.81,10
"374","silis","200461","159","chs",2017-08-12,"9","1","si9","NA","si9","hi","hp","NA",5,7,12,"800389","2017","9","13","si9","NA",12,0,12,0,0,12,"ar",12,12,1,"MN","Stevens","southwest",61.84,45.4506899,-96.13250298,"restoration","Silis",81.81,12
"375","silis","200498","170","adr",2017-08-31,"7","3","si7","si20","si20","hi","hp","hp",2,9,9,"800284","2017","9","21","si7","si20",11,0,11,0,0,11,"mc",11,11,1,"MN","Stevens","southwest",61.84,45.4506899,-96.13250298,"restoration","Silis",81.81,11
"376","silis","200465","160","chs",2017-08-12,"10","1","si10","NA","si10","hi","hp","NA",1,6,8,"800386","2017","9","13","si10","NA",11,0,11,1,0,12,"ar",12,12,1,"MN","Stevens","southwest",61.84,45.4506899,-96.13250298,"restoration","Silis",81.81,11
"377","silis","200461","159","chs",2017-08-12,"9","1","si9","NA","si9","hi","hp","NA",5,7,12,"800392","2017","9","13","si9","NA",10,0,10,0,0,10,"ar",10,10,1,"MN","Stevens","southwest",61.84,45.4506899,-96.13250298,"restoration","Silis",81.81,10
"378","silis","200462","159","adr",2017-08-23,"9","2","si9","NA","si9","hi","hp","NA",2,8,34,"800393","2017","9","13","si9","NA",8,0,8,3,0,11,"ar",11,11,1,"MN","Stevens","southwest",61.84,45.4506899,-96.13250298,"restoration","Silis",81.81,8
"379","silis","200461","159","chs",2017-08-12,"9","1","si9","NA","si9","hi","hp","NA",5,7,12,"800390","2017","9","13","si9","NA",11,0,11,0,0,11,"ar",11,11,1,"MN","Stevens","southwest",61.84,45.4506899,-96.13250298,"restoration","Silis",81.81,11
"380","silis","200461","159","chs",2017-08-12,"9","1","si9","NA","si9","hi","hp","NA",5,7,12,"800391","2017","9","13","si9","NA",11,0,11,0,0,11,"ar",11,11,1,"MN","Stevens","southwest",61.84,45.4506899,-96.13250298,"restoration","Silis",81.81,11
"381","silis","200509","173","adr",2017-09-06,"13","4","si13","si23","si23","hi","op","NA",2,1,10,"800520","2017","9","29","si13","si23",9,0,9,1,1,11,"ar",11,11,1,"MN","Stevens","southwest",61.84,45.4506899,-96.13250298,"restoration","Silis",81.81,10
"382","silis","200446","154","adr",2017-09-06,"4","4","si4","NA","si4","hi","op","NA",11,6,18,"800564","2017","9","29","si4","NA",3,2,5,3,0,8,"ar",8,8,1,"MN","Stevens","southwest",61.84,45.4506899,-96.13250298,"restoration","Silis",81.81,5
"383","silis","200472","161","adr",2017-09-06,"11","4","si11","NA","si11","hi","hp","NA",4,1,8,"800529","2017","9","29","si11","NA",2,4,6,2,1,9,"ar",9,9,1,"MN","Stevens","southwest",61.84,45.4506899,-96.13250298,"restoration","Silis",81.81,7
"384","silis","200443","154","chs",2017-08-12,"4","1","si4","NA","si4","hi","op","NA",2,7,15,"800567","2017","9","29","si4","NA",1,0,1,9,0,10,"ar",10,10,1,"MN","Stevens","southwest",61.84,45.4506899,-96.13250298,"restoration","Silis",81.81,1
"385","silis","200447","155","chs",2017-08-12,"5","1","si5","NA","si5","hi","op","NA",5,8,7,"800377","2017","9","13","si5","NA",12,0,12,0,1,13,"ar",13,13,1,"MN","Stevens","southwest",61.84,45.4506899,-96.13250298,"restoration","Silis",81.81,13
"386","silis","200446","154","adr",2017-09-06,"4","4","si4","NA","si4","hi","op","NA",11,6,18,"800565","2017","9","29","si4","NA",5,1,6,3,0,9,"ar",9,9,1,"MN","Stevens","southwest",61.84,45.4506899,-96.13250298,"restoration","Silis",81.81,6
"387","silis","200486","165","adr",2017-09-06,"15","4","si15","NA","si15","hi","op","NA",2,1,4,"800519","2017","9","29","si15","NA",1,2,3,5,1,9,"ar",9,9,1,"MN","Stevens","southwest",61.84,45.4506899,-96.13250298,"restoration","Silis",81.81,4
"388","silis","200450","155","adr",2017-09-06,"5","4","si5","NA","si5","hi","op","NA",3,5,7,"800523","2017","9","29","si5","NA",0,2,2,6,1,9,"ar",9,9,1,"MN","Stevens","southwest",61.84,45.4506899,-96.13250298,"restoration","Silis",81.81,3
"389","silis","200450","155","adr",2017-09-06,"5","4","si5","NA","si5","hi","op","NA",3,5,7,"800524","2017","9","29","si5","NA",0,6,6,2,1,9,"ar",9,9,1,"MN","Stevens","southwest",61.84,45.4506899,-96.13250298,"restoration","Silis",81.81,7
"390","silis","200447","155","chs",2017-08-12,"5","1","si5","NA","si5","hi","op","NA",5,8,7,"800378","2017","9","13","si5","NA",10,2,12,2,0,14,"ar",14,14,1,"MN","Stevens","southwest",61.84,45.4506899,-96.13250298,"restoration","Silis",81.81,12
"391","silis","200446","154","adr",2017-09-06,"4","4","si4","NA","si4","hi","op","NA",11,6,18,"800566","2017","9","29","si4","NA",5,0,5,4,0,9,"ar",9,9,1,"MN","Stevens","southwest",61.84,45.4506899,-96.13250298,"restoration","Silis",81.81,5
"392","silis","200464","159","adr",2017-09-06,"9","4","si9","NA","si9","hi","hp","NA",4,1,3,"800527","2017","9","29","si9","NA",3,1,4,6,0,10,"ar",10,10,1,"MN","Stevens","southwest",61.84,45.4506899,-96.13250298,"restoration","Silis",81.81,4
"393","silis","200442","153","adr",2017-09-06,"3","4","si3","NA","si3","hi","hp","NA",3,0,16,"800521","2017","9","29","si3","NA",2,0,2,6,1,9,"ar",9,9,1,"MN","Stevens","southwest",61.84,45.4506899,-96.13250298,"restoration","Silis",81.81,3
"394","silis","200480","164","adr",2017-08-23,"14","2","si14","NA","si14","hi","op","NA",3,6,40,"800278","2017","9","21","si14","NA",9,2,11,3,0,14,"mc",14,14,1,"MN","Stevens","southwest",61.84,45.4506899,-96.13250298,"restoration","Silis",81.81,11
"395","silis","200464","159","adr",2017-09-06,"9","4","si9","NA","si9","hi","hp","NA",4,1,3,"800525","2017","9","29","si9","NA",1,0,1,6,0,7,"ar",7,7,1,"MN","Stevens","southwest",61.84,45.4506899,-96.13250298,"restoration","Silis",81.81,1
"396","silis","200450","155","adr",2017-09-06,"5","4","si5","NA","si5","hi","op","NA",3,5,7,"800522","2017","9","29","si5","NA",0,5,5,0,4,9,"ar",9,9,1,"MN","Stevens","southwest",61.84,45.4506899,-96.13250298,"restoration","Silis",81.81,9
